Company Name|Stock Name|Filing Time|New Product|Product Description
Palo Alto Networks|PANW|2024-09-06|Cortex XDR|A cloud-based subscription that enables organizations to collect telemetry from endpoint, network, identity, and cloud data sources to quickly find and stop targeted attacks.
Palo Alto Networks|PANW|2024-09-06|Cortex XSOAR|A comprehensive security orchestration, automation, and response (SOAR) offering that unifies playbook automation, case management, and real-time collaboration.
Palo Alto Networks|PANW|2024-09-06|Cortex Xpanse|Provides attack surface management (ASM) capabilities to identify and secure Internet-facing assets.
Palo Alto Networks|PANW|2024-09-06|Prisma Access|A cloud-delivered security offering that helps organizations deliver consistent security to remote networks and mobile users.
Palo Alto Networks|PANW|2024-09-06|Prisma SD-WAN|A next-generation SD-WAN solution that enables organizations to replace traditional WAN architectures with affordable broadband and internet transport types.
Palo Alto Networks|PANW|2024-09-06|Strata Cloud Manager|Enables customers to manage their Palo Alto Networks Network Security infrastructure from the cloud, providing complete visibility and management.
Palo Alto Networks|PANW|2024-09-06|Precision AI|A new offering introduced to enhance security capabilities.
Palo Alto Networks|PANW|2024-09-06|Cortex XSIAM 2.0|An updated version of the AI-driven security operations platform with enhanced features.
Palo Alto Networks|PANW|2024-09-06|Prisma SASE 3.0|An updated version of the Secure Access Service Edge solution.
Fiserv|FI|2025-02-20|Clover Capital|Advance access to capital for small business owners through cash advances.
Fiserv|FI|2025-02-20|Commerce Hub|Next generation gateway and orchestration layer that provides full-function e-commerce, omnichannel and multi-acquirer solutions.
Fiserv|FI|2025-02-20|Experience Digital (XD)|Cloud-based platform enabling customers to perform balance inquiries, view transaction history, and access various banking services.
Fiserv|FI|2025-02-20|CashFlow Central|Integrated digital payment and cash flow management product for financial institutions.
Fiserv|FI|2025-02-20|CardHub|Mobile, customizable card management and alert tools for card issuers.
Fiserv|FI|2025-02-20|Zelle|Real-time person-to-person payments service.
Fiserv|FI|2025-02-20|CheckFree RXP|Electronic bill payment and presentment product for managing household bills.
Fiserv|FI|2025-02-20|Finxact|Cloud-native banking solutions powering digital transformation in the financial services sector.
Fiserv|FI|2025-02-20|Skytef|Distributor for ISV partners and merchants of Electronic Funds Transfer payments software.
Fiserv|FI|2025-02-20|Sled|Provider of instant payment solutions.
Fiserv|FI|2025-02-20|CCV|Supplier of POS payment solutions.
Fiserv|FI|2025-02-20|Payfare|Provider of program management solutions for instant access to earnings and banking solutions.
Medtronic|MDT|2024-06-20|MiniMed 780G system|The MiniMed 780G system provides smartphone and Bluetooth connectivity, a meal-time detection system, an adjustable glucose target down to 100 mg/dl, and has the capability to continuously deliver background insulin and monitor sugar levels.
Medtronic|MDT|2024-06-20|Guardian Connect CGM system|The Guardian Connect CGM system is worn by patients capturing glucose data to reveal patterns and potential problems, such as hyperglycemic and hypoglycemic episodes.
Medtronic|MDT|2024-06-20|InPen smart insulin pen system|The InPen application integrates with our CGM data to provide real-time CGM readings alongside insulin dose information.
Medtronic|MDT|2024-06-20|PulseSelect Pulsed Field Ablation System|A cardiac ablation product that is part of the electrophysiology solutions to treat patients with arrhythmias.
Medtronic|MDT|2024-06-20|Aurora Extravascular ICD|An implantable cardioverter defibrillator designed for patients with specific heart conditions.
Medtronic|MDT|2024-06-20|CoreValve Evolut FX+ TAVR system|A transcatheter aortic valve replacement system designed to improve the overall procedural experience.
Medtronic|MDT|2024-06-20|Symplicity Spyral renal denervation system|A system for the treatment of hypertension, approved by the U.S. FDA.
Medtronic|MDT|2024-06-20|Onyx Frontier DES platform|A drug-eluting stent used for complex percutaneous coronary intervention (PCI).
Medtronic|MDT|2024-06-20|IN.PACT 018 drug-coated balloons|A device used to treat femoropopliteal disease, adding to the existing IN.PACT Admiral DCB portfolio.
Medtronic|MDT|2024-06-20|Hugo robotic-assisted surgery (RAS) system|A robotic-assisted surgery system designed for a broad range of soft-tissue procedures.
Medtronic|MDT|2024-06-20|GI Genius|An intelligent endoscopy module designed to enhance endoscopic procedures.
Eaton Corporation|ETN|2025-02-27|Royal Power Solutions|A U.S. based manufacturer of high-precision electrical connectivity components used in electric vehicle, energy management, industrial and mobility markets.
Eaton Corporation|ETN|2025-02-27|Exertherm|A U.K.-based provider of thermal monitoring solutions for electrical equipment.
Eaton Corporation|ETN|2025-02-27|NordicEPOD AS|A company that designs and assembles standardized power modules for data centers in the Nordic region.
Eaton Corporation|ETN|2025-02-27|Jiangsu Huineng Electric Co., Ltd's circuit breaker business|A 50 percent stake in a business that manufactures and markets low-voltage circuit breakers in China.
Eaton Corporation|ETN|2025-02-27|Jiangsu Ryan Electrical Co. Ltd.|A 49 percent stake in a manufacturer of power distribution and sub-transmission transformers in China.
Marsh McLennan|MMC|2025-02-10|McGriff Insurance Services, LLC|An insurance broking and risk management services provider in the United States, acquired for $7.75 billion in cash consideration.
Marsh McLennan|MMC|2025-02-10|NOSCO Insurance Service Company Ltd.|A Japan-based insurance broker that provides affinity type schemes, corporate and personal lines insurance, acquired in January.
Marsh McLennan|MMC|2025-02-10|Querbes & Nelson|Louisiana-based insurance brokers offering business insurance, employee benefits, and alternative risk financing consulting, acquired in March.
Marsh McLennan|MMC|2025-02-10|Louisiana Companies|Provides business and personal lines insurance to businesses and individuals, acquired in March.
Marsh McLennan|MMC|2025-02-10|AC Risk Management|A New York-based commercial lines insurance broker primarily offering property and casualty insurance to businesses, acquired in May.
Marsh McLennan|MMC|2025-02-10|Perkins Insurance Agencies LLC|A Texas-based insurance broker providing commercial property and casualty and personal lines coverage, acquired in May.
Marsh McLennan|MMC|2025-02-10|Fisher Brown Bottrell Insurance, Inc. (FBBI)|A Mississippi-based insurance broker providing commercial property and casualty insurance, surety and employee benefits services, acquired in May.
Marsh McLennan|MMC|2025-02-10|AmeriStar Agency Inc.|A Minnesota-based insurance broker offering insurance coverage solutions to high-net-worth individuals and commercial clients, acquired in July.
Marsh McLennan|MMC|2025-02-10|Hudson Shore Group|A New Jersey-based public and private sector employee benefits broker specializing in public sector clients, acquired in July.
Marsh McLennan|MMC|2025-02-10|The Horton Group, Inc.|An Illinois-based insurance broker that offers property and casualty insurance, employee benefits consultation, and personal lines coverage, acquired in August.
Marsh McLennan|MMC|2025-02-10|Acumen Solutions Group, LLC|A New York-based insurance broker offering customized insurance programs to businesses and individuals, acquired in December.
Marsh McLennan|MMC|2025-02-10|SeaTec Consulting Inc.|A Georgia-based firm providing consulting, engineering, and digital expertise across the aviation, aerospace and defense, and transportation industries, acquired in February.
Marsh McLennan|MMC|2025-02-10|Vanguard's Institutional Advisory Services business unit|A Pennsylvania-based outsourced chief investment officer business providing investment management services for not-for-profit organizations and other institutional investors, acquired in March.
Marsh McLennan|MMC|2025-02-10|The Talent Enterprise|A United Arab Emirates-based psychometric and talent assessment technology company providing talent assessment tools and talent capability development solutions, acquired in March.
Marsh McLennan|MMC|2025-02-10|Innopay NL B.V.|A Netherlands-based consultancy firm delivering strategy, scheme development, and execution in the domain of digital payments, acquired in March.
Marsh McLennan|MMC|2025-02-10|Veritas Total Solutions|A Texas-based commodity trading advisory firm with expertise in risk, systems, analytics and artificial intelligence, acquired in July.
Marsh McLennan|MMC|2025-02-10|hkp///group|A Germany-based human resources and corporate governance consulting firm advising clients throughout Germany and the Netherlands, acquired in October.
Marsh McLennan|MMC|2025-02-10|Gerolamo Holding S.R.L. (Cardano)|A Luxembourg-based pension services, advisory and investment solutions firm, acquired in November.
Starbucks|SBUX|2024-11-20|23.5 Degrees|A U.K. licensed business partner acquired to expand Starbucks' portfolio of company-operated stores and enhance the coffeehouse experience for customers, converting 113 licensed stores to company-operated stores.
Lockheed Martin|LMT|2025-01-28|Terran Orbital Corporation|Acquisition of Terran Orbital Corporation for a purchase consideration of $314 million, which will be included in the Space business segment. Terran Orbital's product and service offerings include satellite design, production, launch planning, mission operations, and on-orbit support for the aerospace and defense industries.
Lockheed Martin|LMT|2025-01-28|X-62A (F-16)|Demonstrating autonomous capabilities with the X-62A (F-16).
Lockheed Martin|LMT|2025-01-28|BLACK HAWK|Demonstrating autonomous capabilities with the optionally piloted BLACK HAWK.
Lockheed Martin|LMT|2025-01-28|CH-53K King Stallion|Radar surveillance systems and CH-53K King Stallion heavy lift helicopter.
Lockheed Martin|LMT|2025-01-28|Next Generation Overhead Persistent Infrared (Next Gen OPIR)|System providing the U.S. Space Force with enhanced worldwide missile warning capabilities.
Lockheed Martin|LMT|2025-01-28|Next Generation Interceptor (NGI)|Program with the Missile Defense Agency utilizing next generation propulsion and sensors to provide homeland missile defense.
Lockheed Martin|LMT|2025-01-28|Transport Layer programs|Small satellite capabilities to support proliferated space constellations and early warning communications for the Space Development Agency.
Prologis|PLD|2025-02-14|Prologis Essentials|Through Prologis Essentials, we provide solutions to meet our customers operations and energy and sustainability needs. Our customer experience teams, proprietary technology and strategic partnerships are foundational to all aspects of our Prologis Essentials offerings.
Prologis|PLD|2025-02-14|LED and SolarSmart solutions|Prologis Essentials LED and SolarSmart solutions provide our customers with energy solutions and savings through efficient lighting and solar panels on our rooftops.
Micron Technology|MU|2024-10-04|1 (1-beta) DRAM|The industry’s first 1 (1-beta) production node, which offers further improvements in power efficiency and bit density.
Micron Technology|MU|2024-10-04|1 (1-gamma) DRAM|Next generation of DRAM expected for volume shipments, employing EUV lithography production.
Micron Technology|MU|2024-10-04|128GB DDR5 server module|Built on a monolithic 32Gb DRAM die, this innovative product provides an industry alternative to existing 3D TSV-based solutions for memory-intensive generative AI applications.
Micron Technology|MU|2024-10-04|256GB MRDIMM module|Enhances performance and increases DRAM content per server.
Micron Technology|MU|2024-10-04|Low-power compression-attached memory module|Designed to deliver the required performance to process AI workloads on PCs.
Micron Technology|MU|2024-10-04|GDDR7 graphics memory|Next generation GDDR memory that delivers high-performance memory in a power-optimized design.
Micron Technology|MU|2024-10-04|Micron G8 NAND|The industry’s first eighth-generation NAND, featuring higher areal density and improved energy efficiency.
Micron Technology|MU|2024-10-04|Micron G9 NAND|Representative of the industry's ninth-generation 3D NAND node, ramping in high volume.
Micron Technology|MU|2024-10-04|Micron G9 TLC based NAND|Designed to deliver the transfer rates required for low-latency and high-throughput needs of data-centric workloads.
Micron Technology|MU|2024-10-04|8-high 24GB HBM3E|Increased bandwidth and superior power efficiency enabled by advanced 1 process node.
Micron Technology|MU|2024-10-04|12-high 36GB HBM3E|Production-capable units to enable qualifications across the AI ecosystem.
Micron Technology|MU|2024-10-04|Second generation of NAND UFS 4.0 devices|Offers a more compact package size and increased power efficiency for next generation smartphone designs.
Micron Technology|MU|2024-10-04|Next generation low power smartphone DRAM (LPDDR5X)|Provides peak bandwidth data transfer critical for enabling AI at the intelligent edge.
Arista Networks|ANET|2025-02-19|Arista Autonomous Virtual Assist (AVA TM)|Arista offers customers the Arista Autonomous Virtual Assist (AVA TM) which uses natural processing language to provide AI-assisted outcomes for network operations, security and observability.
Arista Networks|ANET|2025-02-19|Arista Etherlink AI portfolio|The Arista Etherlink AI portfolio of 800G switches, coupled with Arista's EOS innovations such as AI Analyzer along with optimal load balancing solutions, offer compelling solutions for contemporary AI applications and deployment.
Arista Networks|ANET|2025-02-19|Arista 7800R AI Spine and AI Leaf|The Arista 7800R AI Spine and AI Leaf are designed to address the demanding scale and performance requirements driven by large-scale AI networks.
Arista Networks|ANET|2025-02-19|Arista 7700R4 Distributed Etherlink Switch (DES)|The Arista 7700R4 DES is an ultra-scalable, intelligent distributed system engineered to meet the rigorous demands of large-scale AI and machine learning (ML) environments.
Arista Networks|ANET|2025-02-19|Cognitive Campus Switching|Arista's Cognitive Campus switching products, powered by EOS, offer consistent, unified management across the campus edge for wired and wireless networks as well as integrated security & proactive network assurance.
Arista Networks|ANET|2025-02-19|Cloud-Grade Routing|Arista's Cloud-Grade Routing platforms, powered by EOS, combine high performance routing, high port density, deep buffers, integrated DWDM and wire speed encryption.
Arista Networks|ANET|2025-02-19|WAN Routing - Arista AWE-7200R Series|The Arista AWE-7200R Series of WAN Routing System, purpose built by Arista and powered by Arista EOS, offers high performance and scale to meet enterprise modern WAN edge and aggregation requirements.
Arista Networks|ANET|2025-02-19|CloudEOS|CloudEOS is Arista's multi-cloud and cloud-native networking solution supporting autonomic operation to deliver an enterprise-class, highly secure, and reliable networking experience for any cloud.
United Parcel Service|UPS|2025-02-18|Smart Package Smart Facility|A technology initiative leveraging RFID technology to enhance package visibility and reduce manual scans in UPS's logistics network.
United Parcel Service|UPS|2025-02-18|UPS SurePost|A residential ground service for non-urgent, lightweight residential shipments, which has been insourced to provide greater operational control and maintain service quality.
United Parcel Service|UPS|2025-02-18|Frigo-Trans|An industry-leading, complex healthcare logistics provider based in Germany, acquired to enhance UPS's cold-chain logistics capabilities.
United Parcel Service|UPS|2025-02-18|Happy Returns|A technology-focused company providing innovative end-to-end return services, acquired to enhance UPS's logistics offerings.
United Parcel Service|UPS|2025-02-18|Estafeta|A leading domestic small package provider in Mexico, with an acquisition expected to close in the first half of 2024.
